canton,produccion,area,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,GWETPROF,GWETROOT,GWETTOP,PRECTOTCORR_SUM,RH2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,WS10M,WS2M,fecha
CARTAGO,70.53,1656.626,14.61,10.65,23.37,0.93,0.94,0.92,156.19,91.26,20.43,18.65,19.54,25.69,15.37,1.11,0.14,2018-11-01
CARTAGO,79.35000000000001,2002.77,17.81,10.29,22.85,0.85,0.86,0.86,64.95,89.8,19.47,17.45,18.46,24.99,15.61,1.53,0.15,2018-12-01
ALVARADO,37.8,967.932,14.0,10.5,23.07,0.93,0.94,0.93,367.34,93.54,18.94,17.66,18.3,23.96,15.68,1.47,0.14,2018-01-01
ALVARADO,55.92999999999999,1368.1043999999995,19.04,11.52,25.74,0.88,0.89,0.88,93.77,89.28,18.76,16.64,17.7,23.58,14.58,1.88,0.16,2018-02-01
ALVARADO,80.43,1840.022,20.42,11.92,26.83,0.79,0.8,0.81,102.08,87.15,19.41,16.82,18.11,26.57,13.65,1.54,0.14,2018-03-01
ALVARADO,103.01,2564.75,16.35,12.05,26.69,0.72,0.73,0.75,146.43,87.2,20.53,17.93,19.23,26.71,14.37,1.18,0.14,2018-04-01
ALVARADO,92.07099999999996,2355.7428,16.51,12.04,26.45,0.76,0.77,0.79,318.14,88.69,21.0,18.66,19.83,27.24,15.34,0.78,0.15,2018-05-01
ALVARADO,125.825,3366.440999999997,15.18,11.94,26.08,0.93,0.95,0.93,355.88,92.7,20.76,19.29,20.02,26.22,14.39,0.92,0.13,2018-06-01
ALVARADO,106.75,3395.421,14.43,11.86,26.0,0.97,0.99,0.96,511.39,93.03,20.43,19.02,19.72,25.53,16.22,1.16,0.11,2018-07-01
ALVARADO,94.875,2160.8230000000003,15.32,12.1,26.54,0.97,0.98,0.95,284.92,91.73,20.37,18.67,19.52,25.81,16.04,1.04,0.11,2018-08-01
ALVARADO,43.01499999999999,1244.898,16.91,12.09,26.4,0.95,0.97,0.94,263.43,90.55,20.8,18.9,19.85,26.05,16.66,0.79,0.15,2018-09-01
ALVARADO,47.42499999999998,1341.774,15.01,11.63,25.43,0.97,0.99,0.96,407.34,91.98,20.3,18.66,19.48,26.69,16.08,0.78,0.14,2018-10-01
ALVARADO,52.5,1552.09,14.61,10.65,23.37,0.93,0.94,0.92,156.19,91.26,20.43,18.65,19.54,25.69,15.37,1.11,0.14,2018-11-01
ALVARADO,55.175,1454.672,17.81,10.29,22.85,0.85,0.86,0.86,64.95,89.8,19.47,17.45,18.46,24.99,15.61,1.53,0.15,2018-12-01
TURRIALBA,21.7,564.696,18.42,10.52,23.48,0.73,0.73,0.74,22.65,87.04,19.2,16.65,17.92,25.95,15.13,1.6,0.15,2019-01-01
TURRIALBA,32.900000000000006,856.154,19.23,11.2,25.13,0.62,0.62,0.62,42.64,80.66,19.99,15.89,17.94,28.68,14.89,1.52,0.15,2019-02-01
TURRIALBA,9.8,255.026,19.46,12.06,26.98,0.63,0.63,0.64,146.12,83.69,20.14,16.72,18.43,27.81,15.39,1.71,0.15,2019-03-01
TURRIALBA,22.4,582.912,17.41,12.02,26.83,0.63,0.64,0.64,142.39,82.1,21.37,17.52,19.45,29.62,16.25,1.22,0.14,2019-04-01
TURRIALBA,17.849999999999998,464.508,15.13,12.17,26.64,0.78,0.8,0.82,418.58,91.47,21.38,19.66,20.52,27.74,17.6,0.72,0.14,2019-05-01
TURRIALBA,11.199999999999998,291.456,16.38,11.91,26.05,0.91,0.92,0.91,255.94,91.58,21.52,19.83,20.67,26.28,16.99,1.02,0.14,2019-06-01
TURRIALBA,11.199999999999998,291.456,16.34,11.97,26.3,0.93,0.95,0.92,194.16,91.08,20.73,18.92,19.83,26.21,16.24,1.2,0.12,2019-07-01
TURRIALBA,13.65,403.65,15.01,12.01,26.4,0.92,0.94,0.92,257.22,91.24,20.87,19.1,19.99,26.22,16.71,1.0,0.12,2019-08-01
TURRIALBA,13.65,403.65,15.45,12.0,26.3,0.95,0.97,0.94,294.02,91.37,20.84,19.08,19.96,26.44,14.89,0.75,0.14,2019-09-01
TURRIALBA,11.409999999999998,332.44199999999995,15.4,11.45,25.03,0.98,0.99,0.96,387.89,93.36,20.47,19.17,19.82,25.66,16.04,0.64,0.15,2019-10-01
TURRIALBA,6.299999999999999,186.3,15.06,10.67,23.42,0.96,0.98,0.95,298.22,91.56,20.22,18.48,19.35,25.17,14.19,1.09,0.13,2019-11-01
TURRIALBA,7.349999999999999,217.35,14.36,10.12,22.29,0.93,0.95,0.92,196.57,91.88,20.23,18.59,19.41,24.73,15.99,1.25,0.14,2019-12-01
OREAMUNO,59.885000000000005,1600.938,18.42,10.52,23.48,0.73,0.73,0.74,22.65,87.04,19.2,16.65,17.92,25.95,15.13,1.6,0.15,2019-01-01
OREAMUNO,49.56,1214.885,19.23,11.2,25.13,0.62,0.62,0.62,42.64,80.66,19.99,15.89,17.94,28.68,14.89,1.52,0.15,2019-02-01
OREAMUNO,71.435,1721.616,19.46,12.06,26.98,0.63,0.63,0.64,146.12,83.69,20.14,16.72,18.43,27.81,15.39,1.71,0.15,2019-03-01
OREAMUNO,39.06,874.164,17.41,12.02,26.83,0.63,0.64,0.64,142.39,82.1,21.37,17.52,19.45,29.62,16.25,1.22,0.14,2019-04-01
OREAMUNO,22.939000000000004,523.3373999999999,15.13,12.17,26.64,0.78,0.8,0.82,418.58,91.47,21.38,19.66,20.52,27.74,17.6,0.72,0.14,2019-05-01
OREAMUNO,4.375,116.748,16.38,11.91,26.05,0.91,0.92,0.91,255.94,91.58,21.52,19.83,20.67,26.28,16.99,1.02,0.14,2019-06-01
OREAMUNO,15.580000000000002,367.426,16.34,11.97,26.3,0.93,0.95,0.92,194.16,91.08,20.73,18.92,19.83,26.21,16.24,1.2,0.12,2019-07-01
OREAMUNO,82.78,2039.57,15.01,12.01,26.4,0.92,0.94,0.92,257.22,91.24,20.87,19.1,19.99,26.22,16.71,1.0,0.12,2019-08-01
OREAMUNO,87.36,2047.73,15.45,12.0,26.3,0.95,0.97,0.94,294.02,91.37,20.84,19.08,19.96,26.44,14.89,0.75,0.14,2019-09-01
OREAMUNO,61.255,1622.051,15.4,11.45,25.03,0.98,0.99,0.96,387.89,93.36,20.47,19.17,19.82,25.66,16.04,0.64,0.15,2019-10-01
OREAMUNO,46.025,1184.454,15.06,10.67,23.42,0.96,0.98,0.95,298.22,91.56,20.22,18.48,19.35,25.17,14.19,1.09,0.13,2019-11-01
OREAMUNO,47.78,1034.168,14.36,10.12,22.29,0.93,0.95,0.92,196.57,91.88,20.23,18.59,19.41,24.73,15.99,1.25,0.14,2019-12-01
EL GUARCO,6.299999999999999,173.052,18.42,10.52,23.48,0.72,0.72,0.73,19.71,76.74,21.02,16.41,18.72,27.77,16.6,1.45,0.5,2019-01-01
EL GUARCO,6.194999999999999,163.2816,19.23,11.2,25.13,0.62,0.62,0.61,41.18,70.83,21.89,15.65,18.77,29.58,16.28,1.24,0.48,2019-02-01
EL GUARCO,3.945,110.2936,19.46,12.06,26.98,0.63,0.63,0.64,132.61,73.16,22.25,16.54,19.39,29.65,16.8,1.48,0.52,2019-03-01
EL GUARCO,4.3365,119.89853999999998,17.41,12.02,26.83,0.64,0.64,0.66,163.3,77.13,22.65,17.87,20.26,30.0,18.03,0.99,0.47,2019-04-01
EL GUARCO,0.8574999999999999,24.2397,15.13,12.17,26.64,0.81,0.83,0.87,431.85,89.8,21.91,19.95,20.93,27.99,18.64,0.91,0.48,2019-05-01
EL GUARCO,1.5924999999999998,42.2901,16.38,11.91,26.05,0.94,0.96,0.94,374.29,89.48,22.28,20.24,21.26,27.03,19.29,0.74,0.42,2019-06-01
EL GUARCO,5.95,174.087,16.34,11.97,26.3,0.96,0.98,0.94,256.34,86.7,21.69,19.1,20.4,26.58,17.69,0.78,0.4,2019-07-01
EL GUARCO,5.949999999999999,174.087,15.01,12.01,26.4,0.95,0.96,0.94,310.81,87.86,21.81,19.44,20.63,26.77,18.17,0.77,0.42,2019-08-01
EL GUARCO,11.724999999999996,332.028,15.45,12.0,26.3,0.97,0.98,0.95,363.8,89.71,21.44,19.42,20.43,26.47,17.17,1.0,0.53,2019-09-01
EL GUARCO,14.165,415.116,15.4,11.45,25.03,0.98,1.0,0.97,436.82,94.25,20.95,19.82,20.39,26.06,17.89,1.13,0.61,2019-10-01
EL GUARCO,3.15,92.74,15.06,10.67,23.42,0.97,0.99,0.95,314.7,87.74,21.05,18.68,19.87,25.67,16.57,0.72,0.41,2019-11-01
EL GUARCO,6.83,194.99,14.36,10.12,22.29,0.94,0.95,0.92,203.02,86.38,21.3,18.73,20.02,25.62,17.6,0.78,0.39,2019-12-01
CARTAGO,44.625,1071.4319999999998,18.42,10.52,23.48,0.73,0.73,0.74,22.65,87.04,19.2,16.65,17.92,25.95,15.13,1.6,0.15,2019-01-01
CARTAGO,34.300000000000004,825.9299999999998,19.23,11.2,25.13,0.62,0.62,0.62,42.64,80.66,19.99,15.89,17.94,28.68,14.89,1.52,0.15,2019-02-01
CARTAGO,24.360000000000003,556.828,19.46,12.06,26.98,0.63,0.63,0.64,146.12,83.69,20.14,16.72,18.43,27.81,15.39,1.71,0.15,2019-03-01
CARTAGO,9.275,210.105,17.41,12.02,26.83,0.63,0.64,0.64,142.39,82.1,21.37,17.52,19.45,29.62,16.25,1.22,0.14,2019-04-01
CARTAGO,11.9,281.52,15.13,12.17,26.64,0.78,0.8,0.82,418.58,91.47,21.38,19.66,20.52,27.74,17.6,0.72,0.14,2019-05-01
CARTAGO,10.15,228.114,16.38,11.91,26.05,0.91,0.92,0.91,255.94,91.58,21.52,19.83,20.67,26.28,16.99,1.02,0.14,2019-06-01
CARTAGO,31.85,787.43,16.34,11.97,26.3,0.93,0.95,0.92,194.16,91.08,20.73,18.92,19.83,26.21,16.24,1.2,0.12,2019-07-01
CARTAGO,115.36,2788.91,15.01,12.01,26.4,0.92,0.94,0.92,257.22,91.24,20.87,19.1,19.99,26.22,16.71,1.0,0.12,2019-08-01
CARTAGO,62.37000000000002,1498.2659999999994,15.45,12.0,26.3,0.95,0.97,0.94,294.02,91.37,20.84,19.08,19.96,26.44,14.89,0.75,0.14,2019-09-01
CARTAGO,35.385,868.158,15.4,11.45,25.03,0.98,0.99,0.96,387.89,93.36,20.47,19.17,19.82,25.66,16.04,0.64,0.15,2019-10-01
CARTAGO,34.08,870.05,15.06,10.67,23.42,0.96,0.98,0.95,298.22,91.56,20.22,18.48,19.35,25.17,14.19,1.09,0.13,2019-11-01
CARTAGO,48.010000000000005,1276.2,14.36,10.12,22.29,0.93,0.95,0.92,196.57,91.88,20.23,18.59,19.41,24.73,15.99,1.25,0.14,2019-12-01
ALVARADO,83.62,2110.2034,18.42,10.52,23.48,0.73,0.73,0.74,22.65,87.04,19.2,16.65,17.92,25.95,15.13,1.6,0.15,2019-01-01
ALVARADO,81.02499999999999,2017.98304,19.23,11.2,25.13,0.62,0.62,0.62,42.64,80.66,19.99,15.89,17.94,28.68,14.89,1.52,0.15,2019-02-01
ALVARADO,42.537,1008.43344,19.46,12.06,26.98,0.63,0.63,0.64,146.12,83.69,20.14,16.72,18.43,27.81,15.39,1.71,0.15,2019-03-01
ALVARADO,125.5,3127.98,17.41,12.02,26.83,0.63,0.64,0.64,142.39,82.1,21.37,17.52,19.45,29.62,16.25,1.22,0.14,2019-04-01
ALVARADO,98.81899999999996,2496.734640000001,15.13,12.17,26.64,0.78,0.8,0.82,418.58,91.47,21.38,19.66,20.52,27.74,17.6,0.72,0.14,2019-05-01
ALVARADO,84.0,2292.732,16.38,11.91,26.05,0.91,0.92,0.91,255.94,91.58,21.52,19.83,20.67,26.28,16.99,1.02,0.14,2019-06-01
ALVARADO,47.73,1416.464,16.34,11.97,26.3,0.93,0.95,0.92,194.16,91.08,20.73,18.92,19.83,26.21,16.24,1.2,0.12,2019-07-01
ALVARADO,75.25,2244.5040000000004,15.01,12.01,26.4,0.92,0.94,0.92,257.22,91.24,20.87,19.1,19.99,26.22,16.71,1.0,0.12,2019-08-01
ALVARADO,49.96,1400.64,15.45,12.0,26.3,0.95,0.97,0.94,294.02,91.37,20.84,19.08,19.96,26.44,14.89,0.75,0.14,2019-09-01
ALVARADO,29.049999999999997,755.5500000000001,15.4,11.45,25.03,0.98,0.99,0.96,387.89,93.36,20.47,19.17,19.82,25.66,16.04,0.64,0.15,2019-10-01
ALVARADO,65.63,2000.86,15.06,10.67,23.42,0.96,0.98,0.95,298.22,91.56,20.22,18.48,19.35,25.17,14.19,1.09,0.13,2019-11-01
ALVARADO,34.23,833.6300000000001,14.36,10.12,22.29,0.93,0.95,0.92,196.57,91.88,20.23,18.59,19.41,24.73,15.99,1.25,0.14,2019-12-01
TURRIALBA,15.399999999999997,455.3999999999999,15.95,10.51,23.3,0.89,0.91,0.89,137.07,90.99,19.93,18.16,19.04,24.93,16.08,1.49,0.15,2020-01-01
TURRIALBA,23.45,800.6800000000001,19.76,11.33,25.38,0.81,0.81,0.82,73.95,89.05,19.9,17.73,18.82,25.54,13.96,1.64,0.16,2020-02-01
TURRIALBA,10.5,339.066,22.22,12.25,27.48,0.68,0.67,0.68,25.28,83.52,20.1,16.69,18.4,27.16,15.73,1.66,0.15,2020-03-01
TURRIALBA,41.58,1533.456,17.83,11.84,26.44,0.65,0.66,0.68,197.06,83.35,20.97,17.45,19.21,28.54,15.52,1.27,0.15,2020-04-01
TURRIALBA,44.1,1309.3163999999997,15.58,11.88,26.04,0.72,0.73,0.76,240.58,88.7,21.55,19.28,20.42,28.0,17.21,0.98,0.13,2020-05-01
TURRIALBA,49.98,1694.664,15.27,11.85,25.81,0.9,0.92,0.91,409.23,91.46,20.91,19.21,20.06,26.39,15.56,0.94,0.14,2020-06-01
TURRIALBA,47.67,1555.07,15.97,11.98,26.12,0.94,0.96,0.93,216.41,90.94,20.28,18.47,19.38,25.75,14.07,1.0,0.12,2020-07-01
TURRIALBA,56.56,2012.62,15.82,12.07,26.39,0.93,0.95,0.92,242.73,90.98,20.66,18.83,19.75,27.24,14.97,0.88,0.13,2020-08-01
TURRIALBA,41.86,1486.0116,16.92,12.08,26.34,0.95,0.97,0.94,266.41,89.58,20.6,18.53,19.57,26.1,14.82,0.73,0.16,2020-09-01
TURRIALBA,31.99,1190.4944,15.11,11.54,25.13,0.97,0.99,0.96,419.9,92.39,20.64,19.12,19.88,25.92,16.48,0.64,0.13,2020-10-01
TURRIALBA,23.450000000000003,899.2059999999999,13.64,10.7,23.33,0.97,0.99,0.96,485.29,92.52,20.39,18.89,19.64,26.19,16.56,0.82,0.14,2020-11-01
TURRIALBA,12.95,506.73599999999993,15.25,10.31,22.71,0.95,0.96,0.93,334.01,91.87,19.48,17.84,18.66,24.26,13.57,1.29,0.15,2020-12-01
OREAMUNO,19.425,423.725,15.95,10.51,23.3,0.89,0.91,0.89,137.07,90.99,19.93,18.16,19.04,24.93,16.08,1.49,0.15,2020-01-01
OREAMUNO,26.6,559.5209999999997,19.76,11.33,25.38,0.81,0.81,0.82,73.95,89.05,19.9,17.73,18.82,25.54,13.96,1.64,0.16,2020-02-01
OREAMUNO,33.25,805.646,22.22,12.25,27.48,0.68,0.67,0.68,25.28,83.52,20.1,16.69,18.4,27.16,15.73,1.66,0.15,2020-03-01
OREAMUNO,27.48,685.79,17.83,11.84,26.44,0.65,0.66,0.68,197.06,83.35,20.97,17.45,19.21,28.54,15.52,1.27,0.15,2020-04-01
OREAMUNO,29.75,762.38,15.58,11.88,26.04,0.72,0.73,0.76,240.58,88.7,21.55,19.28,20.42,28.0,17.21,0.98,0.13,2020-05-01
OREAMUNO,46.03,1209.5,15.27,11.85,25.81,0.9,0.92,0.91,409.23,91.46,20.91,19.21,20.06,26.39,15.56,0.94,0.14,2020-06-01
OREAMUNO,52.5,1310.31,15.97,11.98,26.12,0.94,0.96,0.93,216.41,90.94,20.28,18.47,19.38,25.75,14.07,1.0,0.12,2020-07-01
OREAMUNO,23.1,555.59,15.82,12.07,26.39,0.93,0.95,0.92,242.73,90.98,20.66,18.83,19.75,27.24,14.97,0.88,0.13,2020-08-01
OREAMUNO,1.05,22.36,16.92,12.08,26.34,0.95,0.97,0.94,266.41,89.58,20.6,18.53,19.57,26.1,14.82,0.73,0.16,2020-09-01
OREAMUNO,1.05,22.36,15.11,11.54,25.13,0.97,0.99,0.96,419.9,92.39,20.64,19.12,19.88,25.92,16.48,0.64,0.13,2020-10-01
OREAMUNO,23.1,503.01,13.64,10.7,23.33,0.97,0.99,0.96,485.29,92.52,20.39,18.89,19.64,26.19,16.56,0.82,0.14,2020-11-01
OREAMUNO,31.15,823.0319999999999,15.25,10.31,22.71,0.95,0.96,0.93,334.01,91.87,19.48,17.84,18.66,24.26,13.57,1.29,0.15,2020-12-01
EL GUARCO,4.221,122.54399999999998,15.95,10.51,23.3,0.9,0.9,0.9,155.51,85.45,21.29,18.52,19.9,25.88,17.9,1.25,0.46,2020-01-01
EL GUARCO,4.725,128.129,19.76,11.33,25.38,0.81,0.81,0.83,56.48,81.26,21.43,17.81,19.62,26.8,16.45,1.5,0.51,2020-02-01
EL GUARCO,4.637499999999999,122.339,22.22,12.25,27.48,0.67,0.66,0.66,26.42,72.04,22.08,16.19,19.14,28.85,16.74,1.37,0.5,2020-03-01
EL GUARCO,2.28,66.24,17.83,11.84,26.44,0.67,0.68,0.72,253.89,79.38,22.38,18.07,20.23,30.29,16.5,0.83,0.43,2020-04-01
EL GUARCO,2.4,58.42,15.58,11.88,26.04,0.75,0.76,0.81,262.74,86.53,22.39,19.76,21.08,28.04,18.83,0.85,0.45,2020-05-01
EL GUARCO,8.879999999999999,208.65,15.27,11.85,25.81,0.91,0.93,0.93,435.22,89.52,21.64,19.6,20.62,26.81,17.83,0.87,0.48,2020-06-01
EL GUARCO,3.36,89.34,15.97,11.98,26.12,0.96,0.97,0.95,288.55,87.53,21.18,18.78,19.98,26.74,17.01,0.8,0.43,2020-07-01
EL GUARCO,3.115,66.32279999999999,15.82,12.07,26.39,0.96,0.97,0.94,339.64,89.04,21.45,19.29,20.37,27.39,16.86,0.9,0.48,2020-08-01
EL GUARCO,3.115,66.32279999999999,16.92,12.08,26.34,0.97,0.98,0.95,352.68,89.47,21.2,19.12,20.16,26.04,17.29,0.91,0.52,2020-09-01
EL GUARCO,3.115,66.32279999999999,15.11,11.54,25.13,0.97,0.99,0.96,383.6,91.05,21.18,19.46,20.32,26.28,18.48,1.1,0.55,2020-10-01
EL GUARCO,3.115,66.32279999999999,13.64,10.7,23.33,0.98,0.99,0.96,410.19,92.06,20.69,19.15,19.92,25.64,17.59,1.09,0.52,2020-11-01
EL GUARCO,3.115,66.32279999999999,15.25,10.31,22.71,0.95,0.96,0.93,341.6,86.32,20.55,17.95,19.25,24.88,16.12,0.96,0.44,2020-12-01
CARTAGO,51.25399999999999,1225.5641999999996,15.95,10.51,23.3,0.89,0.91,0.89,137.07,90.99,19.93,18.16,19.04,24.93,16.08,1.49,0.15,2020-01-01
CARTAGO,57.435,1380.9384,19.76,11.33,25.38,0.81,0.81,0.82,73.95,89.05,19.9,17.73,18.82,25.54,13.96,1.64,0.16,2020-02-01
CARTAGO,54.46,1371.082,22.22,12.25,27.48,0.68,0.67,0.68,25.28,83.52,20.1,16.69,18.4,27.16,15.73,1.66,0.15,2020-03-01
CARTAGO,25.03,598.23,17.83,11.84,26.44,0.65,0.66,0.68,197.06,83.35,20.97,17.45,19.21,28.54,15.52,1.27,0.15,2020-04-01
CARTAGO,4.55,99.36,15.58,11.88,26.04,0.72,0.73,0.76,240.58,88.7,21.55,19.28,20.42,28.0,17.21,0.98,0.13,2020-05-01
CARTAGO,13.06,293.53,15.27,11.85,25.81,0.9,0.92,0.91,409.23,91.46,20.91,19.21,20.06,26.39,15.56,0.94,0.14,2020-06-01
CARTAGO,38.43,927.12,15.97,11.98,26.12,0.94,0.96,0.93,216.41,90.94,20.28,18.47,19.38,25.75,14.07,1.0,0.12,2020-07-01
CARTAGO,57.51,1475.4899999999998,15.82,12.07,26.39,0.93,0.95,0.92,242.73,90.98,20.66,18.83,19.75,27.24,14.97,0.88,0.13,2020-08-01
CARTAGO,17.85,466.99,16.92,12.08,26.34,0.95,0.97,0.94,266.41,89.58,20.6,18.53,19.57,26.1,14.82,0.73,0.16,2020-09-01
CARTAGO,13.23,312.984,15.11,11.54,25.13,0.97,0.99,0.96,419.9,92.39,20.64,19.12,19.88,25.92,16.48,0.64,0.13,2020-10-01
CARTAGO,0.35,8.28,13.64,10.7,23.33,0.97,0.99,0.96,485.29,92.52,20.39,18.89,19.64,26.19,16.56,0.82,0.14,2020-11-01
CARTAGO,28.524999999999995,660.9923999999999,15.25,10.31,22.71,0.95,0.96,0.93,334.01,91.87,19.48,17.84,18.66,24.26,13.57,1.29,0.15,2020-12-01
ALVARADO,50.92499999999998,1274.4990000000005,15.95,10.51,23.3,0.89,0.91,0.89,137.07,90.99,19.93,18.16,19.04,24.93,16.08,1.49,0.15,2020-01-01
ALVARADO,39.02499999999999,905.8319999999998,19.76,11.33,25.38,0.81,0.81,0.82,73.95,89.05,19.9,17.73,18.82,25.54,13.96,1.64,0.16,2020-02-01
ALVARADO,39.62,980.2732,22.22,12.25,27.48,0.68,0.67,0.68,25.28,83.52,20.1,16.69,18.4,27.16,15.73,1.66,0.15,2020-03-01
ALVARADO,102.335,2473.339,17.83,11.84,26.44,0.65,0.66,0.68,197.06,83.35,20.97,17.45,19.21,28.54,15.52,1.27,0.15,2020-04-01
ALVARADO,105.80500000000002,2642.3136,15.58,11.88,26.04,0.72,0.73,0.76,240.58,88.7,21.55,19.28,20.42,28.0,17.21,0.98,0.13,2020-05-01
ALVARADO,100.625,2768.6249999999995,15.27,11.85,25.81,0.9,0.92,0.91,409.23,91.46,20.91,19.21,20.06,26.39,15.56,0.94,0.14,2020-06-01
