canton,produccion,area,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,GWETPROF,GWETROOT,GWETTOP,PRECTOTCORR_SUM,RH2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,WS10M,WS2M,fecha
EL GUARCO,6.83,133.19,14.54,12.03,26.29,0.93,0.94,0.95,405.68,92.0,20.57,19.03,19.8,25.28,17.95,1.18,0.56,2010-09-01
EL GUARCO,6.83,133.19,14.06,11.45,25.02,0.95,0.97,0.94,164.0,90.08,20.68,18.79,19.74,25.35,17.07,1.0,0.49,2010-10-01
EL GUARCO,6.83,133.19,11.38,10.55,23.07,0.97,0.98,0.95,337.04,91.11,19.95,18.25,19.1,24.29,16.33,0.81,0.47,2010-11-01
EL GUARCO,6.83,133.19,12.48,10.2,22.45,0.94,0.95,0.92,210.94,85.17,19.65,16.88,18.27,23.99,15.71,1.02,0.42,2010-12-01
CARTAGO,153.69,3493.36,17.06,10.49,23.32,0.79,0.8,0.81,149.69,88.51,19.43,17.21,18.32,25.14,15.08,1.7,0.16,2010-01-01
CARTAGO,119.74,2767.51,15.83,10.89,24.22,0.7,0.7,0.72,64.47,87.4,20.36,17.9,19.13,26.46,15.19,1.38,0.14,2010-02-01
CARTAGO,5.95,113.02,17.38,11.65,26.0,0.69,0.69,0.7,89.62,83.92,20.73,17.5,19.11,28.47,14.71,1.42,0.14,2010-03-01
CARTAGO,4.91,92.09,16.45,12.14,26.69,0.62,0.62,0.63,112.11,82.68,21.83,18.21,20.02,29.68,14.84,1.12,0.14,2010-04-01
CARTAGO,3.5,62.1,15.62,12.29,26.82,0.72,0.73,0.75,230.63,90.07,21.66,19.69,20.68,26.94,17.57,1.14,0.15,2010-05-01
CARTAGO,4.73,90.96,15.17,11.99,26.09,0.81,0.82,0.84,183.16,89.9,20.69,18.7,19.7,26.93,15.91,0.78,0.13,2010-06-01
CARTAGO,37.99,979.05,14.73,12.05,26.24,0.87,0.88,0.88,208.94,90.1,20.73,18.77,19.75,26.08,15.88,0.69,0.15,2010-07-01
CARTAGO,176.1,3729.0,15.06,12.12,26.45,0.9,0.91,0.9,184.9,91.94,20.58,18.99,19.78,26.51,17.07,0.65,0.15,2010-08-01
CARTAGO,92.07,1893.0,14.54,12.03,26.29,0.95,0.97,0.95,434.19,91.87,20.36,18.74,19.55,25.03,16.93,0.64,0.14,2010-09-01
CARTAGO,42.36,515.0,14.06,11.45,25.02,0.96,0.97,0.94,156.18,91.56,20.1,18.45,19.27,25.31,16.13,0.74,0.14,2010-10-01
CARTAGO,12.95,584.0,11.38,10.55,23.07,0.96,0.98,0.95,372.89,92.29,19.28,17.76,18.52,24.75,14.27,0.96,0.15,2010-11-01
CARTAGO,41.3,812.68,12.48,10.2,22.45,0.94,0.95,0.93,218.87,90.79,18.32,16.55,17.44,23.74,13.49,1.54,0.17,2010-12-01
ALVARADO,45.09,1113.52,17.06,10.49,23.32,0.79,0.8,0.81,149.69,88.51,19.43,17.21,18.32,25.14,15.08,1.7,0.16,2010-01-01
ALVARADO,20.17,504.96,15.83,10.89,24.22,0.7,0.7,0.72,64.47,87.4,20.36,17.9,19.13,26.46,15.19,1.38,0.14,2010-02-01
ALVARADO,11.2,232.25,17.38,11.65,26.0,0.69,0.69,0.7,89.62,83.92,20.73,17.5,19.11,28.47,14.71,1.42,0.14,2010-03-01
ALVARADO,59.07,1419.0,16.45,12.14,26.69,0.62,0.62,0.63,112.11,82.68,21.83,18.21,20.02,29.68,14.84,1.12,0.14,2010-04-01
ALVARADO,55.86,1426.0,15.62,12.29,26.82,0.72,0.73,0.75,230.63,90.07,21.66,19.69,20.68,26.94,17.57,1.14,0.15,2010-05-01
ALVARADO,40.82,1027.0,15.17,11.99,26.09,0.81,0.82,0.84,183.16,89.9,20.69,18.7,19.7,26.93,15.91,0.78,0.13,2010-06-01
ALVARADO,40.82,1027.0,14.73,12.05,26.24,0.87,0.88,0.88,208.94,90.1,20.73,18.77,19.75,26.08,15.88,0.69,0.15,2010-07-01
ALVARADO,49.48,1422.0,15.06,12.12,26.45,0.9,0.91,0.9,184.9,91.94,20.58,18.99,19.78,26.51,17.07,0.65,0.15,2010-08-01
ALVARADO,79.11,2445.0,14.54,12.03,26.29,0.95,0.97,0.95,434.19,91.87,20.36,18.74,19.55,25.03,16.93,0.64,0.14,2010-09-01
ALVARADO,40.1,1078.0,14.06,11.45,25.02,0.96,0.97,0.94,156.18,91.56,20.1,18.45,19.27,25.31,16.13,0.74,0.14,2010-10-01
ALVARADO,13.48,738.0,11.38,10.55,23.07,0.96,0.98,0.95,372.89,92.29,19.28,17.76,18.52,24.75,14.27,0.96,0.15,2010-11-01
ALVARADO,9.81,289.63,12.48,10.2,22.45,0.94,0.95,0.93,218.87,90.79,18.32,16.55,17.44,23.74,13.49,1.54,0.17,2010-12-01
TURRIALBA,9.81,289.63,15.17,10.41,23.15,0.89,0.91,0.89,149.98,89.29,18.88,16.77,17.83,24.33,14.43,1.46,0.14,2011-01-01
TURRIALBA,9.81,289.63,18.16,11.39,25.36,0.82,0.82,0.83,122.21,88.61,19.27,17.03,18.15,24.9,15.17,1.6,0.15,2011-02-01
TURRIALBA,9.81,289.63,19.43,12.09,27.01,0.73,0.73,0.73,12.16,83.23,19.42,16.05,17.74,27.51,13.7,1.5,0.15,2011-03-01
TURRIALBA,4.2,109.3,16.87,11.98,26.7,0.62,0.62,0.62,45.77,79.61,20.62,16.3,18.46,28.87,14.01,1.28,0.15,2011-04-01
TURRIALBA,0.18,3.83,16.13,11.91,26.24,0.6,0.6,0.61,97.48,80.84,21.73,17.66,19.69,29.62,15.82,1.07,0.16,2011-05-01
TURRIALBA,11.9,295.18,15.52,11.99,26.15,0.72,0.73,0.76,232.45,88.15,21.06,18.68,19.87,27.72,17.29,0.83,0.13,2011-06-01
TURRIALBA,3.33,88.12,14.93,11.99,26.21,0.83,0.85,0.86,221.1,90.92,20.43,18.62,19.53,25.88,14.98,0.8,0.13,2011-07-01
TURRIALBA,3.33,88.12,16.52,12.07,26.45,0.86,0.88,0.88,209.41,88.92,20.64,18.42,19.53,26.51,16.32,0.77,0.13,2011-08-01
TURRIALBA,3.33,88.12,15.93,11.98,26.27,0.9,0.91,0.9,170.9,90.33,20.58,18.65,19.62,25.56,16.0,0.69,0.16,2011-09-01
TURRIALBA,3.33,88.12,12.53,11.52,25.11,0.95,0.97,0.95,427.54,93.43,19.9,18.59,19.24,25.68,15.48,0.65,0.13,2011-10-01
TURRIALBA,1.05,31.05,13.08,10.68,23.31,0.95,0.97,0.94,210.3,91.93,19.51,17.91,18.71,24.62,15.3,1.06,0.14,2011-11-01
TURRIALBA,29.93,751.53,12.89,10.23,22.45,0.94,0.96,0.93,179.2,92.65,19.13,17.67,18.4,23.87,15.88,1.49,0.14,2011-12-01
OREAMUNO,34.84,392.0,15.17,10.41,23.15,0.89,0.91,0.89,149.98,89.29,18.88,16.77,17.83,24.33,14.43,1.46,0.14,2011-01-01
OREAMUNO,54.08,1071.0,18.16,11.39,25.36,0.82,0.82,0.83,122.21,88.61,19.27,17.03,18.15,24.9,15.17,1.6,0.15,2011-02-01
OREAMUNO,32.74,952.2,19.43,12.09,27.01,0.73,0.73,0.73,12.16,83.23,19.42,16.05,17.74,27.51,13.7,1.5,0.15,2011-03-01
OREAMUNO,67.17,1415.81,16.87,11.98,26.7,0.62,0.62,0.62,45.77,79.61,20.62,16.3,18.46,28.87,14.01,1.28,0.15,2011-04-01
OREAMUNO,64.49,1578.58,16.13,11.91,26.24,0.6,0.6,0.61,97.48,80.84,21.73,17.66,19.69,29.62,15.82,1.07,0.16,2011-05-01
OREAMUNO,42.01,1059.25,15.52,11.99,26.15,0.72,0.73,0.76,232.45,88.15,21.06,18.68,19.87,27.72,17.29,0.83,0.13,2011-06-01
OREAMUNO,58.8,1441.5500000000002,14.93,11.99,26.21,0.83,0.85,0.86,221.1,90.92,20.43,18.62,19.53,25.88,14.98,0.8,0.13,2011-07-01
OREAMUNO,68.49,1854.66,16.52,12.07,26.45,0.86,0.88,0.88,209.41,88.92,20.64,18.42,19.53,26.51,16.32,0.77,0.13,2011-08-01
OREAMUNO,68.35,727.8,15.93,11.98,26.27,0.9,0.91,0.9,170.9,90.33,20.58,18.65,19.62,25.56,16.0,0.69,0.16,2011-09-01
OREAMUNO,64.1,1376.9,12.53,11.52,25.11,0.95,0.97,0.95,427.54,93.43,19.9,18.59,19.24,25.68,15.48,0.65,0.13,2011-10-01
OREAMUNO,57.9,875.6,13.08,10.68,23.31,0.95,0.97,0.94,210.3,91.93,19.51,17.91,18.71,24.62,15.3,1.06,0.14,2011-11-01
OREAMUNO,140.36,3774.87,12.89,10.23,22.45,0.94,0.96,0.93,179.2,92.65,19.13,17.67,18.4,23.87,15.88,1.49,0.14,2011-12-01
EL GUARCO,140.36,3774.87,15.17,10.41,23.15,0.87,0.87,0.88,116.09,82.73,20.1,16.83,18.47,24.91,15.39,1.04,0.43,2011-01-01
EL GUARCO,140.36,3774.87,18.16,11.39,25.36,0.76,0.76,0.79,116.63,79.73,20.78,16.87,18.83,26.52,16.64,1.16,0.46,2011-02-01
EL GUARCO,140.36,3774.87,19.43,12.09,27.01,0.69,0.69,0.69,18.06,73.64,21.24,15.84,18.54,28.68,15.7,1.22,0.48,2011-03-01
EL GUARCO,140.36,3774.87,16.87,11.98,26.7,0.63,0.62,0.63,52.42,75.26,21.91,16.71,19.31,29.17,16.0,0.92,0.45,2011-04-01
EL GUARCO,140.36,3774.87,16.13,11.91,26.24,0.62,0.63,0.65,115.87,82.32,22.3,18.64,20.47,29.55,18.42,0.86,0.47,2011-05-01
EL GUARCO,140.36,3774.87,15.52,11.99,26.15,0.74,0.74,0.8,229.6,88.06,21.54,19.18,20.36,27.64,18.29,0.84,0.46,2011-06-01
EL GUARCO,140.36,3774.87,14.93,11.99,26.21,0.83,0.84,0.88,205.5,88.27,21.13,18.86,20.0,26.26,17.06,0.95,0.49,2011-07-01
EL GUARCO,140.36,3774.87,16.52,12.07,26.45,0.85,0.86,0.88,217.42,87.42,21.4,18.91,20.16,26.88,17.77,0.86,0.49,2011-08-01
EL GUARCO,140.36,3774.87,15.93,11.98,26.27,0.88,0.89,0.9,162.81,88.87,21.15,18.97,20.06,26.77,17.93,0.89,0.49,2011-09-01
EL GUARCO,140.36,3774.87,12.53,11.52,25.11,0.92,0.94,0.94,347.09,93.28,20.23,18.94,19.58,25.4,17.03,1.28,0.62,2011-10-01
EL GUARCO,140.36,3774.87,13.08,10.68,23.31,0.94,0.95,0.93,201.61,88.66,20.35,18.2,19.27,25.57,16.44,0.8,0.43,2011-11-01
EL GUARCO,140.36,3774.87,12.89,10.23,22.45,0.92,0.93,0.92,157.56,87.0,20.19,17.77,18.98,24.92,17.12,0.97,0.41,2011-12-01
CARTAGO,61.97,183.0,15.17,10.41,23.15,0.89,0.91,0.89,149.98,89.29,18.88,16.77,17.83,24.33,14.43,1.46,0.14,2011-01-01
CARTAGO,74.2,2588.0,18.16,11.39,25.36,0.82,0.82,0.83,122.21,88.61,19.27,17.03,18.15,24.9,15.17,1.6,0.15,2011-02-01
CARTAGO,74.2,2588.0,19.43,12.09,27.01,0.73,0.73,0.73,12.16,83.23,19.42,16.05,17.74,27.51,13.7,1.5,0.15,2011-03-01
CARTAGO,15.94,412.46,16.87,11.98,26.7,0.62,0.62,0.62,45.77,79.61,20.62,16.3,18.46,28.87,14.01,1.28,0.15,2011-04-01
CARTAGO,7.7,182.16,16.13,11.91,26.24,0.6,0.6,0.61,97.48,80.84,21.73,17.66,19.69,29.62,15.82,1.07,0.16,2011-05-01
CARTAGO,3.85,86.53,15.52,11.99,26.15,0.72,0.73,0.76,232.45,88.15,21.06,18.68,19.87,27.72,17.29,0.83,0.13,2011-06-01
CARTAGO,32.379999999999995,842.2,14.93,11.99,26.21,0.83,0.85,0.86,221.1,90.92,20.43,18.62,19.53,25.88,14.98,0.8,0.13,2011-07-01
CARTAGO,39.04,949.42,16.52,12.07,26.45,0.86,0.88,0.88,209.41,88.92,20.64,18.42,19.53,26.51,16.32,0.77,0.13,2011-08-01
CARTAGO,131.34,2362.1,15.93,11.98,26.27,0.9,0.91,0.9,170.9,90.33,20.58,18.65,19.62,25.56,16.0,0.69,0.16,2011-09-01
CARTAGO,73.48,1238.9,12.53,11.52,25.11,0.95,0.97,0.95,427.54,93.43,19.9,18.59,19.24,25.68,15.48,0.65,0.13,2011-10-01
CARTAGO,46.0,766.21,13.08,10.68,23.31,0.95,0.97,0.94,210.3,91.93,19.51,17.91,18.71,24.62,15.3,1.06,0.14,2011-11-01
CARTAGO,61.96,1581.3,12.89,10.23,22.45,0.94,0.96,0.93,179.2,92.65,19.13,17.67,18.4,23.87,15.88,1.49,0.14,2011-12-01
ALVARADO,18.38,460.0,15.17,10.41,23.15,0.89,0.91,0.89,149.98,89.29,18.88,16.77,17.83,24.33,14.43,1.46,0.14,2011-01-01
ALVARADO,18.38,460.0,18.16,11.39,25.36,0.82,0.82,0.83,122.21,88.61,19.27,17.03,18.15,24.9,15.17,1.6,0.15,2011-02-01
ALVARADO,9.1,130.0,19.43,12.09,27.01,0.73,0.73,0.73,12.16,83.23,19.42,16.05,17.74,27.51,13.7,1.5,0.15,2011-03-01
ALVARADO,62.72,1440.54,16.87,11.98,26.7,0.62,0.62,0.62,45.77,79.61,20.62,16.3,18.46,28.87,14.01,1.28,0.15,2011-04-01
ALVARADO,87.47,2091.44,16.13,11.91,26.24,0.6,0.6,0.61,97.48,80.84,21.73,17.66,19.69,29.62,15.82,1.07,0.16,2011-05-01
ALVARADO,72.82,1799.01,15.52,11.99,26.15,0.72,0.73,0.76,232.45,88.15,21.06,18.68,19.87,27.72,17.29,0.83,0.13,2011-06-01
ALVARADO,135.34,3267.15,14.93,11.99,26.21,0.83,0.85,0.86,221.1,90.92,20.43,18.62,19.53,25.88,14.98,0.8,0.13,2011-07-01
ALVARADO,79.88,2419.5,16.52,12.07,26.45,0.86,0.88,0.88,209.41,88.92,20.64,18.42,19.53,26.51,16.32,0.77,0.13,2011-08-01
ALVARADO,48.18,1176.7,15.93,11.98,26.27,0.9,0.91,0.9,170.9,90.33,20.58,18.65,19.62,25.56,16.0,0.69,0.16,2011-09-01
ALVARADO,25.39,342.0,12.53,11.52,25.11,0.95,0.97,0.95,427.54,93.43,19.9,18.59,19.24,25.68,15.48,0.65,0.13,2011-10-01
ALVARADO,13.18,176.78,13.08,10.68,23.31,0.95,0.97,0.94,210.3,91.93,19.51,17.91,18.71,24.62,15.3,1.06,0.14,2011-11-01
ALVARADO,45.39,1178.72,12.89,10.23,22.45,0.94,0.96,0.93,179.2,92.65,19.13,17.67,18.4,23.87,15.88,1.49,0.14,2011-12-01
TURRIALBA,45.39,1178.72,17.21,10.57,23.59,0.9,0.91,0.89,131.89,89.48,18.66,16.58,17.62,23.34,14.89,1.73,0.15,2012-01-01
TURRIALBA,2.28,14.9,19.37,11.4,25.56,0.77,0.77,0.78,39.99,86.77,18.74,16.12,17.43,24.16,13.92,1.62,0.15,2012-02-01
TURRIALBA,2.28,14.9,18.95,12.05,26.97,0.69,0.69,0.7,76.3,84.72,19.56,16.48,18.02,26.94,13.67,1.86,0.16,2012-03-01
TURRIALBA,2.28,14.9,16.37,11.98,26.54,0.64,0.64,0.66,107.09,83.37,20.64,17.15,18.89,27.59,14.21,1.02,0.14,2012-04-01
TURRIALBA,2.28,14.9,16.89,12.0,26.32,0.66,0.66,0.68,132.1,86.78,21.44,18.75,20.1,27.95,16.58,0.84,0.13,2012-05-01
TURRIALBA,2.28,14.9,16.11,11.84,25.98,0.72,0.73,0.76,157.04,89.09,21.24,19.05,20.14,26.95,16.02,0.8,0.14,2012-06-01
TURRIALBA,1.05,27.32,14.35,11.87,26.05,0.8,0.82,0.84,364.44,91.86,20.47,18.84,19.65,25.4,15.07,1.23,0.11,2012-07-01
TURRIALBA,10.61,252.62,16.57,12.01,26.35,0.94,0.96,0.93,235.33,89.87,20.44,18.39,19.41,26.68,14.59,0.78,0.15,2012-08-01
TURRIALBA,1.6,37.3,16.01,11.9,26.14,0.94,0.96,0.93,194.91,89.93,20.19,18.16,19.18,26.22,15.31,0.82,0.14,2012-09-01
TURRIALBA,4.2,99.4,13.93,11.46,25.07,0.92,0.94,0.92,178.68,90.96,20.1,18.3,19.2,25.17,15.61,0.83,0.13,2012-10-01
TURRIALBA,4.2,84.5,12.2,10.63,23.24,0.93,0.95,0.92,216.49,92.55,19.88,18.41,19.14,25.09,16.05,1.38,0.15,2012-11-01
TURRIALBA,4.2,84.5,14.53,10.22,22.44,0.89,0.9,0.88,127.09,91.08,19.73,17.96,18.85,25.17,14.78,1.4,0.14,2012-12-01
OREAMUNO,51.98,911.2,17.21,10.57,23.59,0.9,0.91,0.89,131.89,89.48,18.66,16.58,17.62,23.34,14.89,1.73,0.15,2012-01-01
OREAMUNO,61.97,1200.6,19.37,11.4,25.56,0.77,0.77,0.78,39.99,86.77,18.74,16.12,17.43,24.16,13.92,1.62,0.15,2012-02-01
OREAMUNO,121.64,2624.3,18.95,12.05,26.97,0.69,0.69,0.7,76.3,84.72,19.56,16.48,18.02,26.94,13.67,1.86,0.16,2012-03-01
OREAMUNO,94.01,2020.58,16.37,11.98,26.54,0.64,0.64,0.66,107.09,83.37,20.64,17.15,18.89,27.59,14.21,1.02,0.14,2012-04-01
OREAMUNO,54.11,1805.7,16.89,12.0,26.32,0.66,0.66,0.68,132.1,86.78,21.44,18.75,20.1,27.95,16.58,0.84,0.13,2012-05-01
OREAMUNO,29.93,1316.6,16.11,11.84,25.98,0.72,0.73,0.76,157.04,89.09,21.24,19.05,20.14,26.95,16.02,0.8,0.14,2012-06-01
OREAMUNO,39.22,968.73,14.35,11.87,26.05,0.8,0.82,0.84,364.44,91.86,20.47,18.84,19.65,25.4,15.07,1.23,0.11,2012-07-01
OREAMUNO,82.79,1815.66,16.57,12.01,26.35,0.94,0.96,0.93,235.33,89.87,20.44,18.39,19.41,26.68,14.59,0.78,0.15,2012-08-01
OREAMUNO,55.8,1367.5,16.01,11.9,26.14,0.94,0.96,0.93,194.91,89.93,20.19,18.16,19.18,26.22,15.31,0.82,0.14,2012-09-01
OREAMUNO,72.8,1676.7,13.93,11.46,25.07,0.92,0.94,0.92,178.68,90.96,20.1,18.3,19.2,25.17,15.61,0.83,0.13,2012-10-01
OREAMUNO,91.7,2247.2,12.2,10.63,23.24,0.93,0.95,0.92,216.49,92.55,19.88,18.41,19.14,25.09,16.05,1.38,0.15,2012-11-01
OREAMUNO,54.93,1442.6,14.53,10.22,22.44,0.89,0.9,0.88,127.09,91.08,19.73,17.96,18.85,25.17,14.78,1.4,0.14,2012-12-01
EL GUARCO,54.93,1442.6,17.21,10.57,23.59,0.86,0.86,0.87,112.94,80.9,20.03,16.42,18.22,24.48,15.51,1.32,0.45,2012-01-01
EL GUARCO,54.93,1442.6,19.37,11.4,25.56,0.72,0.71,0.73,38.17,75.18,20.55,15.61,18.08,26.93,15.48,1.43,0.48,2012-02-01
EL GUARCO,54.93,1442.6,18.95,12.05,26.97,0.67,0.66,0.67,71.29,73.34,21.64,16.17,18.91,28.29,16.4,1.66,0.53,2012-03-01
EL GUARCO,54.93,1442.6,16.37,11.98,26.54,0.65,0.64,0.67,107.24,79.8,21.69,17.54,19.61,28.49,17.44,0.86,0.45,2012-04-01
EL GUARCO,54.93,1442.6,16.89,12.0,26.32,0.68,0.69,0.73,145.04,86.47,21.95,19.27,20.61,27.73,18.37,0.82,0.48,2012-05-01
EL GUARCO,54.93,1442.6,16.11,11.84,25.98,0.73,0.73,0.78,139.51,87.34,21.83,19.34,20.58,27.52,17.96,0.85,0.48,2012-06-01
EL GUARCO,54.93,1442.6,14.35,11.87,26.05,0.79,0.79,0.84,336.3,86.3,21.6,18.97,20.28,26.48,16.21,0.84,0.42,2012-07-01
EL GUARCO,54.93,1442.6,16.57,12.01,26.35,0.9,0.92,0.92,241.05,87.19,21.28,18.76,20.02,26.41,17.15,0.84,0.47,2012-08-01
EL GUARCO,54.93,1442.6,16.01,11.9,26.14,0.91,0.92,0.92,177.5,86.45,21.17,18.52,19.84,26.89,17.19,0.84,0.44,2012-09-01
EL GUARCO,54.93,1442.6,13.93,11.46,25.07,0.89,0.9,0.91,169.21,89.48,20.78,18.72,19.75,25.6,17.54,1.13,0.55,2012-10-01
EL GUARCO,54.93,1442.6,12.2,10.63,23.24,0.9,0.91,0.92,200.02,87.3,21.01,18.62,19.81,25.95,17.27,0.85,0.39,2012-11-01
EL GUARCO,54.93,1442.6,14.53,10.22,22.44,0.85,0.85,0.86,109.81,84.17,20.94,17.94,19.44,25.58,16.63,0.9,0.4,2012-12-01
CARTAGO,93.77,1570.6,17.21,10.57,23.59,0.9,0.91,0.89,131.89,89.48,18.66,16.58,17.62,23.34,14.89,1.73,0.15,2012-01-01
CARTAGO,78.6,3053.0,19.37,11.4,25.56,0.77,0.77,0.78,39.99,86.77,18.74,16.12,17.43,24.16,13.92,1.62,0.15,2012-02-01
CARTAGO,54.78,2195.4,18.95,12.05,26.97,0.69,0.69,0.7,76.3,84.72,19.56,16.48,18.02,26.94,13.67,1.86,0.16,2012-03-01
CARTAGO,18.91,1068.17,16.37,11.98,26.54,0.64,0.64,0.66,107.09,83.37,20.64,17.15,18.89,27.59,14.21,1.02,0.14,2012-04-01
CARTAGO,17.68,340.3,16.89,12.0,26.32,0.66,0.66,0.68,132.1,86.78,21.44,18.75,20.1,27.95,16.58,0.84,0.13,2012-05-01
CARTAGO,11.489999999999998,189.86,16.11,11.84,25.98,0.72,0.73,0.76,157.04,89.09,21.24,19.05,20.14,26.95,16.02,0.8,0.14,2012-06-01
CARTAGO,21.81,541.21,14.35,11.87,26.05,0.8,0.82,0.84,364.44,91.86,20.47,18.84,19.65,25.4,15.07,1.23,0.11,2012-07-01
CARTAGO,73.72,1731.54,16.57,12.01,26.35,0.94,0.96,0.93,235.33,89.87,20.44,18.39,19.41,26.68,14.59,0.78,0.15,2012-08-01
CARTAGO,92.3,1983.8,16.01,11.9,26.14,0.94,0.96,0.93,194.91,89.93,20.19,18.16,19.18,26.22,15.31,0.82,0.14,2012-09-01
CARTAGO,49.0,1053.2,13.93,11.46,25.07,0.92,0.94,0.92,178.68,90.96,20.1,18.3,19.2,25.17,15.61,0.83,0.13,2012-10-01
CARTAGO,24.5,558.9,12.2,10.63,23.24,0.93,0.95,0.92,216.49,92.55,19.88,18.41,19.14,25.09,16.05,1.38,0.15,2012-11-01
CARTAGO,23.2,631.9,14.53,10.22,22.44,0.89,0.9,0.88,127.09,91.08,19.73,17.96,18.85,25.17,14.78,1.4,0.14,2012-12-01
ALVARADO,54.72,892.0,17.21,10.57,23.59,0.9,0.91,0.89,131.89,89.48,18.66,16.58,17.62,23.34,14.89,1.73,0.15,2012-01-01
ALVARADO,44.91,1155.6,19.37,11.4,25.56,0.77,0.77,0.78,39.99,86.77,18.74,16.12,17.43,24.16,13.92,1.62,0.15,2012-02-01
ALVARADO,11.21,254.8,18.95,12.05,26.97,0.69,0.69,0.7,76.3,84.72,19.56,16.48,18.02,26.94,13.67,1.86,0.16,2012-03-01
ALVARADO,73.59,2332.7200000000003,16.37,11.98,26.54,0.64,0.64,0.66,107.09,83.37,20.64,17.15,18.89,27.59,14.21,1.02,0.14,2012-04-01
ALVARADO,76.84,1760.8,16.89,12.0,26.32,0.66,0.66,0.68,132.1,86.78,21.44,18.75,20.1,27.95,16.58,0.84,0.13,2012-05-01
ALVARADO,51.39,1409.05,16.11,11.84,25.98,0.72,0.73,0.76,157.04,89.09,21.24,19.05,20.14,26.95,16.02,0.8,0.14,2012-06-01
ALVARADO,130.28,3275.57,14.35,11.87,26.05,0.8,0.82,0.84,364.44,91.86,20.47,18.84,19.65,25.4,15.07,1.23,0.11,2012-07-01
ALVARADO,71.07,2008.41,16.57,12.01,26.35,0.94,0.96,0.93,235.33,89.87,20.44,18.39,19.41,26.68,14.59,0.78,0.15,2012-08-01
ALVARADO,44.5,1038.6,16.01,11.9,26.14,0.94,0.96,0.93,194.91,89.93,20.19,18.16,19.18,26.22,15.31,0.82,0.14,2012-09-01
ALVARADO,45.1,1122.6,13.93,11.46,25.07,0.92,0.94,0.92,178.68,90.96,20.1,18.3,19.2,25.17,15.61,0.83,0.13,2012-10-01
ALVARADO,27.7,736.9,12.2,10.63,23.24,0.93,0.95,0.92,216.49,92.55,19.88,18.41,19.14,25.09,16.05,1.38,0.15,2012-11-01
ALVARADO,42.14,1212.0,14.53,10.22,22.44,0.89,0.9,0.88,127.09,91.08,19.73,17.96,18.85,25.17,14.78,1.4,0.14,2012-12-01
TURRIALBA,17.15,346.1,17.01,10.51,23.34,0.81,0.81,0.81,27.06,88.19,19.41,17.1,18.26,24.39,14.57,1.69,0.15,2013-01-01
TURRIALBA,17.15,346.1,18.16,11.26,25.19,0.69,0.69,0.7,61.24,85.65,19.27,16.41,17.84,26.18,14.85,1.54,0.14,2013-02-01
TURRIALBA,17.15,346.1,17.22,11.7,26.15,0.67,0.66,0.67,118.55,84.4,20.17,17.0,18.58,29.11,14.9,1.64,0.15,2013-03-01
TURRIALBA,17.15,346.1,16.97,11.84,26.5,0.67,0.67,0.68,127.82,84.37,20.9,17.69,19.29,27.93,15.47,1.29,0.13,2013-04-01
TURRIALBA,17.15,346.1,15.91,11.94,26.35,0.69,0.7,0.73,218.25,87.17,20.8,18.12,19.46,28.31,12.33,1.01,0.14,2013-05-01
TURRIALBA,17.15,346.1,15.31,11.88,25.96,0.83,0.85,0.87,292.85,92.33,20.85,19.32,20.09,25.77,16.19,0.9,0.14,2013-06-01
TURRIALBA,1.925,53.95,14.72,11.86,26.06,0.91,0.92,0.9,153.93,92.14,20.3,18.72,19.51,24.95,15.37,1.01,0.12,2013-07-01
TURRIALBA,1.925,53.95,15.09,11.97,26.28,0.89,0.9,0.89,125.01,90.42,20.29,18.37,19.33,25.94,15.15,0.87,0.14,2013-08-01
TURRIALBA,8.8,202.9,15.61,11.9,26.08,0.91,0.93,0.91,240.19,90.77,20.78,18.93,19.86,26.11,16.45,0.69,0.15,2013-09-01
TURRIALBA,8.8,202.9,14.96,11.4,24.9,0.95,0.97,0.94,258.52,92.04,20.18,18.61,19.39,25.44,15.35,0.74,0.14,2013-10-01
TURRIALBA,5.6,132.5,14.42,10.72,23.44,0.94,0.96,0.93,248.8,90.96,19.94,18.12,19.03,25.49,14.06,0.99,0.14,2013-11-01
TURRIALBA,6.37,104.0986,16.77,10.28,22.69,0.91,0.93,0.91,121.14,90.61,19.41,17.53,18.47,24.51,13.58,1.37,0.15,2013-12-01
OREAMUNO,36.38,839.9,17.01,10.51,23.34,0.81,0.81,0.81,27.06,88.19,19.41,17.1,18.26,24.39,14.57,1.69,0.15,2013-01-01
OREAMUNO,49.69,1128.3,18.16,11.26,25.19,0.69,0.69,0.7,61.24,85.65,19.27,16.41,17.84,26.18,14.85,1.54,0.14,2013-02-01
OREAMUNO,71.75,1702.0,17.22,11.7,26.15,0.67,0.66,0.67,118.55,84.4,20.17,17.0,18.58,29.11,14.9,1.64,0.15,2013-03-01
OREAMUNO,54.43,1401.8,16.97,11.84,26.5,0.67,0.67,0.68,127.82,84.37,20.9,17.69,19.29,27.93,15.47,1.29,0.13,2013-04-01
OREAMUNO,61.95,1512.99,15.91,11.94,26.35,0.69,0.7,0.73,218.25,87.17,20.8,18.12,19.46,28.31,12.33,1.01,0.14,2013-05-01
OREAMUNO,12.6,231.0,15.31,11.88,25.96,0.83,0.85,0.87,292.85,92.33,20.85,19.32,20.09,25.77,16.19,0.9,0.14,2013-06-01
